"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Engine/MaterialTemplates/1Year_Assets/IMG_08936_Mat.IMG_08936_Mat","0","14","0","14","14","Compiling IMG_08936_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/IMG_t1324_Mat.IMG_t1324_Mat","0","23","0","23","23","Compiling IMG_t1324_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/MaterialTemplates/1Year_Assets/IMG_871570_Mat.IMG_871570_Mat","0","14","0","14","14","Compiling IMG_871570_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/IMG_652143_Mat.IMG_652143_Mat","0","14","0","14","14","Compiling IMG_652143_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/IMG_414548__1__Mat.IMG_414548__1__Mat","0","14","0","14","14","Compiling IMG_414548__1__Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/IMG_26873_Mat.IMG_26873_Mat","0","14","0","14","14","Compiling IMG_26873_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/IMG_256261_Mat.IMG_256261_Mat","0","14","0","14","14","Compiling IMG_256261_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/IMG_165579_Mat.IMG_165579_Mat","0","14","0","14","14","Compiling IMG_165579_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/FullSizeRender_Mat.FullSizeRender_Mat","0","14","0","14","14","Compiling FullSizeRender_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/ct2f_2023-10-12_233652_434_Mat.ct2f_2023-10-12_233652_434_Mat","0","14","0","14","14","Compiling ct2f_2023-10-12_233652_434_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/adobe-express-qr-code__1__Mat.adobe-express-qr-code__1__Mat","0","14","0","14","14","Compiling adobe-express-qr-code__1__Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/adobe-express-qr-code_Mat.adobe-express-qr-code_Mat","0","14","0","14","14","Compiling adobe-express-qr-code_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/cpm35_2024-07-21_174907_985_Mat.cpm35_2024-07-21_174907_985_Mat","0","14","0","14","14","Compiling cpm35_2024-07-21_174907_985_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/ct2f_2023-10-12_233653_041_Mat1.ct2f_2023-10-12_233653_041_Mat1","0","14","0","14","14","Compiling ct2f_2023-10-12_233653_041_Mat1: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/dclassic_2023-12-27_113636_621_Mat.dclassic_2023-12-27_113636_621_Mat","0","14","0","14","14","Compiling dclassic_2023-12-27_113636_621_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/dhalf_2024-04-16_232049_664_Mat.dhalf_2024-04-16_232049_664_Mat","0","14","0","14","14","Compiling dhalf_2024-04-16_232049_664_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/dhalf_2024-07-21_174943_391_Mat.dhalf_2024-07-21_174943_391_Mat","0","14","0","14","14","Compiling dhalf_2024-07-21_174943_391_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_2333421_Mat.IMG_2333421_Mat","0","14","0","14","14","Compiling IMG_2333421_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_256204_Mat.IMG_256204_Mat","0","14","0","14","14","Compiling IMG_256204_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_276457_Mat.IMG_276457_Mat","0","14","0","14","14","Compiling IMG_276457_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_418784_Mat.IMG_418784_Mat","0","14","0","14","14","Compiling IMG_418784_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_426559_Mat.IMG_426559_Mat","0","14","0","14","14","Compiling IMG_426559_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_426563_Mat.IMG_426563_Mat","0","14","0","14","14","Compiling IMG_426563_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_45658659_1__Mat.IMG_45658659_1__Mat","0","14","0","14","14","Compiling IMG_45658659_1__Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_4667074_Mat.IMG_4667074_Mat","0","14","0","14","14","Compiling IMG_4667074_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_544323_Mat.IMG_544323_Mat","0","14","0","14","14","Compiling IMG_544323_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/IMG_8454341_Mat.IMG_8454341_Mat","0","14","0","14","14","Compiling IMG_8454341_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/MaterialTemplates/1Year_Assets/NewFolder/lp_im65age_1__Mat.lp_im65age_1__Mat","0","14","0","14","14","Compiling lp_im65age_1__Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","45","0","45","45","Compiling PreviewShadowIndicatorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","0","4","4","Compiling M_Sky_Panning_Clouds2: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Showcase/Materials/Masters/MM_MaterialLayer_01a.MM_MaterialLayer_01a","0","23","0","23","23","Compiling MM_MaterialLayer_01a: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'Use Custom Normal?2-1'=FalseLayers:00000000000000000000000000000000, Blends:, LayerStates:1"
"/Game/Showcase/Materials/Masters/MM_MaterialLayer_01a.MM_MaterialLayer_01a","0","39","0","40","40","Compiling MM_MaterialLayer_01a: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Emissive?00'=False, StaticSwitch'InvertGradient00'=False, StaticSwitch'Use AO?00'=False, StaticSwitch'Use Fuzzy Shading?00'=False, StaticSwitch'Use Iridescence?00'=False, StaticSwitch'Use Metalness?00'=True, StaticSwitch'Emissive?01'=False, StaticSwitch'InvertGradient01'=False, StaticSwitch'Use AO?01'=False, StaticSwitch'Use Fuzzy Shading?01'=False, StaticSwitch'Use Iridescence?01'=False, StaticSwitch'Use Metalness?01'=True, StaticSwitch'Use Custom Normal?2-1'=TrueLayers:97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, Blends:DD100E6D4546FE2B81F9AC92923191E3, LayerStates:1, 1"
"/Game/Showcase/Materials/Masters/MM_MaterialLayer_01a.MM_MaterialLayer_01a","0","39","0","40","40","Compiling MM_MaterialLayer_01a: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Emissive?00'=False, StaticSwitch'InvertGradient00'=False, StaticSwitch'Use AO?00'=False, StaticSwitch'Use Fuzzy Shading?00'=False, StaticSwitch'Use Iridescence?00'=False, StaticSwitch'Use Metalness?00'=True, StaticSwitch'Emissive?01'=False, StaticSwitch'InvertGradient01'=False, StaticSwitch'Use AO?01'=False, StaticSwitch'Use Fuzzy Shading?01'=False, StaticSwitch'Use Iridescence?01'=False, StaticSwitch'Use Metalness?01'=True, StaticSwitch'Emissive?02'=False, StaticSwitch'InvertGradient02'=False, StaticSwitch'Use AO?02'=False, StaticSwitch'Use Fuzzy Shading?02'=False, StaticSwitch'Use Iridescence?02'=False, StaticSwitch'Use Metalness?02'=True, StaticSwitch'Emissive?03'=True, StaticSwitch'InvertGradient03'=False, StaticSwitch'Use AO?03'=False, StaticSwitch'Use Fuzzy Shading?03'=False, StaticSwitch'Use Iridescence?03'=False, StaticSwitch'Use Metalness?03'=True, StaticSwitch'Emissive?04'=False, StaticSwitch'InvertGradient04'=False, StaticSwitch'Use AO?04'=False, StaticSwitch'Use Fuzzy Shading?04'=False, StaticSwitch'Use Iridescence?04'=False, StaticSwitch'Use Metalness?04'=True, StaticSwitch'Emissive?05'=False, StaticSwitch'InvertGradient05'=False, StaticSwitch'Use AO?05'=False, StaticSwitch'Use Fuzzy Shading?05'=False, StaticSwitch'Use Iridescence?05'=False, StaticSwitch'Use Metalness?05'=True, StaticSwitch'Use Custom Normal?2-1'=TrueLayers:97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, Blends:DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, LayerStates:1, 1, 1, 1, 1, 1"
"/Game/Showcase/Materials/Masters/MM_MaterialLayer_01a.MM_MaterialLayer_01a","0","39","0","40","40","Compiling MM_MaterialLayer_01a: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Emissive?00'=False, StaticSwitch'InvertGradient00'=False, StaticSwitch'Use AO?00'=False, StaticSwitch'Use Fuzzy Shading?00'=False, StaticSwitch'Use Iridescence?00'=True, StaticSwitch'Use Metalness?00'=True, StaticSwitch'Emissive?01'=False, StaticSwitch'InvertGradient01'=False, StaticSwitch'Use AO?01'=False, StaticSwitch'Use Fuzzy Shading?01'=False, StaticSwitch'Use Iridescence?01'=False, StaticSwitch'Use Metalness?01'=True, StaticSwitch'Use Custom Normal?2-1'=TrueLayers:97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, Blends:DD100E6D4546FE2B81F9AC92923191E3, LayerStates:1, 1"
"/Game/Showcase/Materials/Masters/MM_MaterialLayer_01a.MM_MaterialLayer_01a","0","39","0","40","40","Compiling MM_MaterialLayer_01a: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Emissive?00'=False, StaticSwitch'InvertGradient00'=False, StaticSwitch'Use AO?00'=False, StaticSwitch'Use Fuzzy Shading?00'=True, StaticSwitch'Use Iridescence?00'=False, StaticSwitch'Use Metalness?00'=False, StaticSwitch'Emissive?01'=False, StaticSwitch'InvertGradient01'=False, StaticSwitch'Use AO?01'=False, StaticSwitch'Use Fuzzy Shading?01'=False, StaticSwitch'Use Iridescence?01'=False, StaticSwitch'Use Metalness?01'=True, StaticSwitch'Use Custom Normal?2-1'=TrueLayers:97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, Blends:DD100E6D4546FE2B81F9AC92923191E3, LayerStates:1, 1"
"/Game/Showcase/Materials/Masters/MM_MaterialLayer_01a.MM_MaterialLayer_01a","0","39","0","40","40","Compiling MM_MaterialLayer_01a: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Emissive?00'=False, StaticSwitch'InvertGradient00'=False, StaticSwitch'Use AO?00'=False, StaticSwitch'Use Fuzzy Shading?00'=False, StaticSwitch'Use Iridescence?00'=False, StaticSwitch'Use Metalness?00'=True, StaticSwitch'Emissive?01'=False, StaticSwitch'InvertGradient01'=False, StaticSwitch'Use AO?01'=False, StaticSwitch'Use Fuzzy Shading?01'=False, StaticSwitch'Use Iridescence?01'=False, StaticSwitch'Use Metalness?01'=True, StaticSwitch'Emissive?02'=False, StaticSwitch'InvertGradient02'=False, StaticSwitch'Use AO?02'=False, StaticSwitch'Use Fuzzy Shading?02'=False, StaticSwitch'Use Iridescence?02'=False, StaticSwitch'Use Metalness?02'=True, StaticSwitch'Emissive?03'=True, StaticSwitch'InvertGradient03'=False, StaticSwitch'Use AO?03'=False, StaticSwitch'Use Fuzzy Shading?03'=False, StaticSwitch'Use Iridescence?03'=False, StaticSwitch'Use Metalness?03'=True, StaticSwitch'Emissive?04'=False, StaticSwitch'InvertGradient04'=False, StaticSwitch'Use AO?04'=False, StaticSwitch'Use Fuzzy Shading?04'=False, StaticSwitch'Use Iridescence?04'=False, StaticSwitch'Use Metalness?04'=True, StaticSwitch'Emissive?05'=False, StaticSwitch'InvertGradient05'=False, StaticSwitch'Use AO?05'=False, StaticSwitch'Use Fuzzy Shading?05'=False, StaticSwitch'Use Iridescence?05'=False, StaticSwitch'Use Metalness?05'=True, StaticSwitch'Use Custom Normal?2-1'=TrueLayers:97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, Blends:DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, LayerStates:1, 1, 0, 1, 1, 1"
"/Game/Showcase/Materials/Masters/MM_MaterialLayer_01a.MM_MaterialLayer_01a","0","39","0","40","40","Compiling MM_MaterialLayer_01a: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Emissive?00'=False, StaticSwitch'InvertGradient00'=False, StaticSwitch'Use AO?00'=False, StaticSwitch'Use Fuzzy Shading?00'=False, StaticSwitch'Use Iridescence?00'=False, StaticSwitch'Use Metalness?00'=True, StaticSwitch'Emissive?01'=False, StaticSwitch'InvertGradient01'=False, StaticSwitch'Use AO?01'=False, StaticSwitch'Use Fuzzy Shading?01'=False, StaticSwitch'Use Iridescence?01'=False, StaticSwitch'Use Metalness?01'=True, StaticSwitch'Emissive?02'=False, StaticSwitch'InvertGradient02'=False, StaticSwitch'Use AO?02'=False, StaticSwitch'Use Fuzzy Shading?02'=False, StaticSwitch'Use Iridescence?02'=False, StaticSwitch'Use Metalness?02'=True, StaticSwitch'Emissive?03'=False, StaticSwitch'InvertGradient03'=False, StaticSwitch'Use AO?03'=False, StaticSwitch'Use Fuzzy Shading?03'=False, StaticSwitch'Use Iridescence?03'=False, StaticSwitch'Use Metalness?03'=False, StaticSwitch'Emissive?04'=False, StaticSwitch'InvertGradient04'=False, StaticSwitch'Use AO?04'=False, StaticSwitch'Use Fuzzy Shading?04'=False, StaticSwitch'Use Iridescence?04'=False, StaticSwitch'Use Metalness?04'=False, StaticSwitch'Use Custom Normal?2-1'=TrueLayers:97BF9DC74A879D2768BE6C97E5456700, 97BF9DC74A879D2768BE6C97E5456700, E393B7754B36872F490EE5A9D051331C, F710B08A44D312FFF676BABB6838D074, F710B08A44D312FFF676BABB6838D074, Blends:DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, LayerStates:1, 1, 1, 1, 1"
"/Game/Showcase/Materials/Masters/MM_MaterialLayer_01a.MM_MaterialLayer_01a","0","39","0","40","40","Compiling MM_MaterialLayer_01a: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Emissive?00'=False, StaticSwitch'InvertGradient00'=False, StaticSwitch'Use AO?00'=False, StaticSwitch'Use Fuzzy Shading?00'=False, StaticSwitch'Use Iridescence?00'=False, StaticSwitch'Use Metalness?00'=True, StaticSwitch'Emissive?01'=False, StaticSwitch'InvertGradient01'=False, StaticSwitch'Use AO?01'=False, StaticSwitch'Use Fuzzy Shading?01'=False, StaticSwitch'Use Iridescence?01'=False, StaticSwitch'Use Metalness?01'=True, StaticSwitch'Emissive?02'=False, StaticSwitch'InvertGradient02'=False, StaticSwitch'Use AO?02'=False, StaticSwitch'Use Fuzzy Shading?02'=False, StaticSwitch'Use Iridescence?02'=False, StaticSwitch'Use Metalness?02'=True, StaticSwitch'Use Custom Normal?2-1'=TrueLayers:97BF9DC74A879D2768BE6C97E5456700, F710B08A44D312FFF676BABB6838D074, E393B7754B36872F490EE5A9D051331C, Blends:DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, LayerStates:1, 1, 1"
"/Game/Showcase/Materials/Masters/MM_MaterialLayer_01a.MM_MaterialLayer_01a","0","39","0","40","40","Compiling MM_MaterialLayer_01a: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Emissive?00'=False, StaticSwitch'InvertGradient00'=False, StaticSwitch'Use AO?00'=False, StaticSwitch'Use Fuzzy Shading?00'=False, StaticSwitch'Use Iridescence?00'=False, StaticSwitch'Use Metalness?00'=True, StaticSwitch'Emissive?01'=False, StaticSwitch'InvertGradient01'=False, StaticSwitch'Use AO?01'=False, StaticSwitch'Use Fuzzy Shading?01'=False, StaticSwitch'Use Iridescence?01'=False, StaticSwitch'Use Metalness?01'=True, StaticSwitch'Emissive?02'=False, StaticSwitch'InvertGradient02'=False, StaticSwitch'Use AO?02'=False, StaticSwitch'Use Fuzzy Shading?02'=False, StaticSwitch'Use Iridescence?02'=False, StaticSwitch'Use Metalness?02'=True, StaticSwitch'Emissive?03'=False, StaticSwitch'InvertGradient03'=False, StaticSwitch'Use AO?03'=False, StaticSwitch'Use Fuzzy Shading?03'=True, StaticSwitch'Use Iridescence?03'=False, StaticSwitch'Use Metalness?03'=True, StaticSwitch'Emissive?04'=False, StaticSwitch'InvertGradient04'=False, StaticSwitch'Use AO?04'=False, StaticSwitch'Use Fuzzy Shading?04'=False, StaticSwitch'Use Iridescence?04'=False, StaticSwitch'Use Metalness?04'=False, StaticSwitch'Use Custom Normal?2-1'=TrueLayers:E393B7754B36872F490EE5A9D051331C, 74E411D04AC34B842BCE47BEF59F4D8A, E393B7754B36872F490EE5A9D051331C, F710B08A44D312FFF676BABB6838D074, 74E411D04AC34B842BCE47BEF59F4D8A, Blends:DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, DD100E6D4546FE2B81F9AC92923191E3, LayerStates:1, 1, 1, 1, 1"
